place_id,name,lat,lon,rating,user_ratings_total,types
ChIJZezA4lCV3zgRobimkxyqQfU,Shahid Brothers Pharmacy,33.6403764,73.05943669999999,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJDfxq-oaU3zgRa3KQUfnqPPo,Wellington Pharmacy,33.64181539999999,73.0517423,4.3,6.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJaX92ow2V3zgRXR0izc-_xHs,Awan Chemist & General Store,33.6536303,73.05058199999999,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJ6fDfow2V3zgRoACVopcNfV0,Tariq Medicose,33.6536492,73.05055840000001,4.0,3.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJLTer9s6V3zgRN_rHR_6o9_Q,Danish Pharmacy,33.6556952,73.0542478,4.0,5.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJJaiilh6V3zgRigf-VtqsBuo,Al-Najaf Chemist,33.6401099,73.0593212,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJze6Zlh6V3zgRX2Ggk5IgxEU,Al-Saba Chemist,33.6400617,73.05933999999999,3.0,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJxQahXK2V3zgRlzWbZjX59r8,KR Pharmacy,33.6401567,73.05999349999999,4.9,15.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJIYT_kx6V3zgRVnhrqhg_xXM,Noor Pharmacy,33.6400002,73.05932059999999,3.9,10.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJh1ajlh6V3zgRAQMODn2VQRk,Tariq Medicos,33.6399969,73.05931269999999,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJUxijewCV3zgR69iVKA1Fias,Hasnain madical store,33.65348170000001,73.04996369999999,,,"store, pharmacy, point_of_interest, health, establishment"
ChIJv1GCjZeV3zgRMnBWr6GOolE,Saim pharmacy,33.6404255,73.0615341,4.5,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJZy_SsnaV3zgRj1qVlHrzv_g,Green Plus Pharmacy,33.64115549999999,73.06350239999999,4.4,34.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJ9bXU-wSV3zgRKRQp-f_Pzps,Pak Medical Store,33.6425711,73.0497687,4.4,9.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJzQQLKRyV3zgR-y_WpPyHv-E,Kashmir Pharmacy,33.6393125,73.0579375,4.5,12.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJJTccZx-V3zgRVIyIcRZ0hlQ,"Rawalpindi Diagnostic Center, Al Hafeez Plaza",33.6407992,73.0636508,3.4,7.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJ_5vjU2CV3zgRMkgUK6Hkx-M,Al badar pharmacy,33.6392195,73.0581674,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJ6245MVeV3zgRKM8FinzCl2k,Raza pharmacy khayab Sir Syed,33.6412486,73.0507386,4.9,8.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJGYL_bh-V3zgRQet5IpvhqOU,Schwabe Homeo Clinic,33.6403908,73.0631239,1.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJMz9DikyV3zgRmE5hCHBpuuM,GlaxosmithKline Islamabad,33.6647682,73.0611089,4.3,11.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJj4Zwm-mV3zgRRXEp9Jc0Byg,Ejaz Homeo Clinic,33.6705862,73.06392869999999,,,"drugstore, pharmacy, point_of_interest, health, store, establishment"
ChIJkRW1jHGV3zgRzKQO9xQLzmk,Health Care Products,33.6644502,73.0515783,5.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJQzDGRgCV3zgRvhXCTruhbyw,CARE PHARMACY&COSMETICS,33.6682286,73.066233,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJ5XovfwC_3zgRtO6eifSEebc,Raza pharmacy,33.6911049,73.0553245,5.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJsVrvLgC_3zgRClliHsCJRXM,SK Pharmacy,33.6922052,73.05746990000002,2.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJD3uSiwm_3zgRPTuaiNT43d0,Shahida Khaliq Pharmacy,33.69225919999999,73.0576099,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJB5Vpd8O_3zgRQDFws4xGLjQ,Medical Store,33.6930126,73.0590319,3.8,16.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJq_-qYcS_3zgR5C0B3SYAohY,Postal Dispensary,33.6931702,73.0569403,3.0,4.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJgX_3TwC_3zgRpB3UzXbsQd0,Hoorain Pharmacy,33.6923323,73.0511277,5.0,2.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJRZWqHWS_3zgR1LpqAvH7IFA,Capital Diagnostic Center Pharmacy,33.694824,73.0510271,5.0,3.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJSwpwKxq_3zgRYQn4rXnZTKI,Rizwan yhaya,33.6844202,73.04788479999999,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJucHftGy_3zgRayGwUt4xtSI,Zaheer medical,33.6844202,73.04788479999999,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJ4YDKqLu_3zgRzC7nWE2KJnM,D-Light Pharmacy,33.70868749999999,73.0559375,4.1,35.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJncpVR-K_3zgRkp848FPp1ec,Sehat Pharmacy,33.7087416,73.05588449999999,4.7,3.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJ2Vb6DLu_3zgRxLxnd0NBIuU,Health Care,33.70967,73.05660999999999,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJT4rN8d6_3zgRPT2JA1A8IN4,D.WATSON CHEMIST BLUE AREA,33.7089212,73.05539449999999,4.2,597.0,"pharmacy, drugstore, clothing_store, point_of_interest, store, health, establishment"
ChIJOTt2q7u_3zgRsA-Bs49npaA,Shaheen Chemist & Cosmetics,33.7089326,73.05536479999999,4.1,114.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJ7Y5i3Q-_3zgRvCRcYFJ-f0o,Imran Pharmacy,33.70421090000001,73.0557638,2.7,19.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJh5yeOr2_3zgR5Or1TT9PoXU,Islamabad Medicos,33.7120268,73.0619722,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJ31NQNgC_3zgRfqbeX7ZyBsw,RIMS Pharmacy,33.71251589999999,73.0620553,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJ35uHJlO_3zgRO3p6o9KGJ2w,D.Light Pharmacy,33.7059887,73.0510932,5.0,7.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJXwTNs6K_3zgROo8Q91WXYLk,Mubashir Medicos,33.7129519,73.06294079999999,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJBeAyP5S_3zgRSNFe5CX26YI,Owais Medicos,33.70693929999999,73.06828449999999,4.3,3.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJR_mRZmS_3zgR6-0_A6cHzLc,Best Care Pharmacy BCP,33.7229222,73.05985090000001,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJg64FSae_3zgRsl2L9Qv4Ky0,Legal Medicine,33.721762,73.05771949999999,4.9,7.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJwRxc2Lm_3zgRTLY7o7yUJBA,Al-Fajar Pharmacy& Cosmetics,33.7218158,73.06004279999999,5.0,19.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJSXvSaqe_3zgREvAvcsmrpns,United Chemist,33.7212084,73.0561931,4.2,6.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJFdirMqe_3zgRh1sL-AnFgFQ,Royal Chemist & Cosmetics,33.7209761,73.0582074,3.3,4.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJdY949xm_3zgRNlZJf9xSucQ,Zuhra's Moringa,33.7205733,73.057413,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJLfsCYMO_3zgRfNGFShNGALc,Javed medicos pharmacy,33.720146,73.05448059999999,3.3,19.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJdf5s0YG_3zgRxILd5Ouuqv0,Javed Dwash,33.7210011,73.05189829999999,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJTywSEQCN3zgRgNBlSA_-SOo,Ali Mart Pharmacy,33.48896879999999,73.0719117,1.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJoSISFgCN3zgRg1ex38Lud9g,Cure and Care pharmacy,33.4825711,73.0796986,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJo9L4DgCb3jgRd4bmVM3pUmI,Cure And Care pharmacy,33.4825203,73.0799351,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJw19YpPeN3zgRlt1JjgOnXzY,Rathore's Pharmacy & Mart,33.5035502,73.07061689999999,3.8,18.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJOWkd_D-N3zgRGoXrtWx9lUQ,Hash Mart Pharmacy,33.5019498,73.0702069,4.0,4.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJ_6eqftyT3zgRHYtzkgzfmvE,Sial Pharmacy,33.5361517,73.0779781,5.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJC18NHz6T3zgR5oRElu62164,zimal medical store,33.5484758,73.079208,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJc85QYgCT3zgRmjCwkhWnmKA,Orhan Pharmacy,33.5466219,73.07833289999999,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJMcQN4W-T3zgR6krj_jbIxpU,AR Pharmacy,33.5453903,73.0802693,4.5,4.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJUUOtrtGS3zgRjGQ4yap0pjc,Jamil Dawakhana,33.5436559,73.0792957,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJR6-bRwCT3zgRzc9V-BNbGss,Shakeel pharmacy,33.5493381,73.07202529999999,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJbfBTXdGT3zgRWGneRUoDM5M,Ali Homeopathic Clinic,33.5448101,73.0840158,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJ21840oWT3zgRKVV6U6wW65o,Ayat pharmacy and cosmetics,33.5417032,73.0802303,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJx3B73tGS3zgRV0chyAqWcmw,Liaquat Dawakhana,33.5416862,73.0802132,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJ-XaAmimT3zgRrKSqFA6bilw,AHL Pharmacy,33.55432789999999,73.080929,4.4,9.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJOV89WQCT3zgRGjp0XDlnhTA,LifePharmacy,33.5409643,73.0806167,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJdf2v7EmT3zgRinjAcsgh_-A,Abdur Rehman Pharmacy & Cosmetics,33.5406178,73.08073650000001,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJyf7mcc6S3zgRJA-sE0wkIAg,Hamid Tibbi Dawakhana,33.5397375,73.08114259999999,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJg7SIqrLs3zgR0jNL__3PKso,D.WATSON CHEMIST SCHEME-3,33.5858853,73.08796219999999,4.2,1086.0,"pharmacy, clothing_store, health, point_of_interest, store, establishment"
ChIJ-wS9qFCT3zgRiv0qiMjD5SE,Niazi Traders Chemist/Pharmacy,33.5891106,73.07628129999999,5.0,6.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJl50FgwGT3zgRjjqGtAWCcWo,Glitzson Pharmacy,33.58958800000001,73.07674659999999,3.7,12.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ5fD6hlmT3zgRyN-rdb0zsNM,Ijaz Pansar Store,33.58965310000001,73.0735605,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJYc7ygVmT3zgRREjXygxthjk,Saleem Medicos,33.5896107,73.07308379999999,3.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJfaJHvVmT3zgRj-5xpw_S7Wk,Shaheer medicose,33.5908167,73.0737875,4.5,4.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJhVkLd1mT3zgRAfzDMBU5_54,Hamza Honey Dawakhana,33.5901131,73.07280670000002,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJx93UqFmT3zgRr-wpYZ_RSn8,Chemist,33.5915055,73.07336339999999,4.8,4.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ1-Y4bFmT3zgR0mXOirj2D1A,Mughal Medicos,33.5902335,73.0720501,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJIcSFFFmT3zgRwPMZ6laYQiU,Naseer Medicos,33.5906552,73.0719293,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJc7XUalmT3zgRUzA9tB5g8hs,Shifa Pharmacy Medical Store,33.5904624,73.07170080000002,4.0,10.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ1aRHPlmT3zgRXFmfNSCyhUY,Noor Homeo Clinic,33.5906385,73.0714315,,,"doctor, pharmacy, health, point_of_interest, store, establishment"
ChIJlaOBO8eT3zgR7J1YO31PGNs,Hanif medical store,33.5887227,73.084837,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJG0v8L1mT3zgRPy06B2wF3jc,Imran Dawakhana & Pansar Store,33.5910232,73.0707609,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJNS-JTa3s3zgRqHXlbBgAMec,Medicine Point,33.5865386,73.0880459,3.6,21.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJqYC46rCU3zgRrMvm2K95qaU,Salamat Homeo Clinic,33.6101974,73.0775247,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJDwxyAbqU3zgRqRpvSvqZiCY,Anas Medical Store,33.6112326,73.0756584,2.3,3.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJPfDmm_KV3zgRM8hhMXkP6r0,Al Rafay Pharmacy,33.60454449999999,73.0787379,5.0,3.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJPWYlSKWU3zgRoM78eqDXJw8,Tib-e-Nabvi Dawakhana & Pansar Store,33.6052118,73.07445369999999,4.5,4.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJNzzjYaWU3zgRgoMv0rDQpp0,Zeeshan Chemist,33.6043997,73.07597799999999,4.6,10.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJHQD8QqWU3zgRy3bcGyKTcVQ,Noori Dawakhana,33.604615,73.0750659,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJGzJycgCV3zgRVSNe_Mhmb20,Noor pharmacy,33.604148,73.07624919999999,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJky1Aj6-U3zgRQKE_urqmZlg,Sir Syed Medical Store & Cosmetics,33.6041058,73.0764184,3.8,16.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJQRFAQi2V3zgRwRrtMFnj5-M,Al Shifa Pharmacy,33.6040278,73.0768934,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJy3a7mq-U3zgRqzYXdV_SI6w,Tausif Medical Store,33.604016,73.0767894,4.5,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJK4PnE8qV3zgRalMWiCDfI88,J.S Pharmacy,33.6118023,73.0746692,4.0,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ24LV-geV3zgRZ93NE_jOKis,Medicare+,33.6041316,73.0745483,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJkULkEbuU3zgRwvct_DZj7Bw,Mughal Medical Store,33.6074729,73.07191379999999,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJuX7zk7mU3zgRD1afXEyDUO0,Hafiz Dawakhana & Pansar Store,33.6122455,73.0742075,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJ91oDSJqV3zgRAVcFS1dw8iI,Pak pharmacy,33.6040372,73.0739274,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJ7SmMQOKV3zgREGFUNuIdwP8,Zia Pharmacy,33.6030148,73.07812109999999,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJSayRi2qV3zgRD0DfwrC-pKo,Hayat wali pharmacy,33.6039592,73.0736163,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJj6s3fa-U3zgRTiKqowmjFGQ,Sharif Homeopathic Clinic,33.60266120000001,73.076047,3.3,3.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ14smC7mU3zgR8kB9zqnXAe8,Pakistan Pharmacy,33.61249470000001,73.0728389,4.6,11.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJK5KEhbuU3zgRTCkLmqafKts,Sadqain Homeo Clinic,33.6085309,73.0704366,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJa-EToLyU3zgRM3NveP4kI9k,Khalsa Unani Dawakhana,33.6064671,73.0699776,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJ_-wUpK6U3zgR1cw3rzU7PMY,Al-Akbar Foundation (Regd),33.60228789999999,73.08139179999999,5.0,2.0,"drugstore, pharmacy, health, point_of_interest, store, establishment"
ChIJNYCJcryU3zgRPXoN2ATDvGE,Al-Malik Computerized Homeopathic Clinic,33.6090054,73.0694843,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJxTfG5SKV3zgRY_-yT8dZhnI,Shaheen Medical Services Pharmacy,33.61027639999999,73.085505,4.0,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJuY25JLmU3zgRbhVUGda4A7w,Zafar Chemist,33.6128263,73.0711695,5.0,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJL4LlYpSV3zgR1zektZzNZH0,Al-Madina Pharmacy & Cosmetics,33.61346249999999,73.0715345,5.0,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJQXphez6V3zgRayGHcA70Zt0,Emaan Traders,33.60306829999999,73.0703121,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJvU2xw4KV3zgRzK7iV4fDNBk,AMIN RAJ AGENCIES,33.6021788,73.07128279999999,4.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJWwf4-q6V3zgRDbTsKP0JKMI,Repeat pharmacy,33.616006,73.0801735,1.8,6.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJE7gXKbyU3zgROUEiVGAyD94,Standard Medical Store,33.61003479999999,73.0676155,5.0,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ-22hmNOV3zgRCCVhcXiKLug,Al Munawar Pharmacy,33.5996032,73.0796595,4.3,4.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJt68jFwCV3zgRfoyjKq_7z6M,Shahnaz Pharmacy,33.6065923,73.0671668,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJD9lx9S2V3zgRvA7xbo_DDfg,Sammar Medicos,33.6075275,73.0669613,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJU_fi7ryU3zgRyt-TqPd4FXQ,Wahid Medicos,33.6075896,73.06687939999999,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJZ--X3duU3zgRitq8jiqBNd4,Al Latif Chemist,33.6319125,73.07185609999999,4.0,164.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJRRl8MdqU3zgRu_v9o1fquLQ,Saif Dawakhana,33.6319112,73.07336649999999,1.0,2.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJayUsKtGU3zgRoULUZYSaNdQ,The City Pharmacy & Optic,33.6333594,73.07910439999999,4.8,16.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJ1ylFPL6U3zgRwpAIwU7pLwE,al-dawaah pharmacy,33.6280709,73.0702422,4.0,2.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJg_o_EcWU3zgRIZqfbbi56PQ,Zaheer Homeopathic Clinic,33.6257529,73.0740209,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJQ-t3INKU3zgRHHXpEZYuLfU,Khawaja Medicos & General Store,33.6300266,73.081801,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJuX20QNqU3zgRgSgfhCxA2hQ,SB Pharma,33.63108210000001,73.0739692,4.4,22.0,"pharmacy, veterinary_care, health, store, point_of_interest, establishment"
ChIJzQoLt5OV3zgRQjbdgTIeOLU,Abasi medical store,33.63017549999999,73.0820445,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJa0lymMWU3zgRaH2NACmvQMA,Ali Medical Store,33.6242459,73.0745053,4.0,4.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJpx-ypMWU3zgR-5Ys4yMNrNo,Zam Zam Medicos & Cosmetics,33.624163,73.0740861,5.0,5.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJ814zqtCU3zgRK-McMEwOgHc,Rawal Medical Point,33.63286160000001,73.07594809999999,4.0,54.0,"hospital, pharmacy, health, store, point_of_interest, establishment"
ChIJ8_xLIQCV3zgRDxhAhZog-Jo,Rite aid pharmacy & Cosmetics,33.6240234,73.0738614,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJq6qqdtGU3zgRnwCxqwrd-7s,ADS PHARMA Distributor,33.63239240000001,73.08123909999999,5.0,4.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJlwiNjxiV3zgRjmkumnldZu8,Muhammad pharmacy,33.63336760000001,73.077819,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJXwivXU2V3zgRQmYFy9QjUzI,Gilgit chemist,33.63181699999999,73.0729685,4.7,3.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJFYhv1YqV3zgRSLTqUfitetQ,Al-Raheem Pharmacy,33.6334384,73.0782317,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJERhLKtGU3zgRXzk90RBpHD8,Ah Pharmacy And General Store,33.6333583,73.0790713,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJj1WjwJyV3zgROjJijJf6o_s,JANNAT PHARMACY,33.63155789999999,73.072514,3.7,6.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJdYTJqdyU3zgRAIqL7T1PwAQ,Al-Madina Pharmacy,33.62810220000001,73.0709243,4.5,4.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJP7zIFACV3zgRXqkfJvR7yAo,Noor Pharmacy,33.6318145,73.0726016,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJc3XHr12V3zgRR7qPy5tQG-c,Multicare Pharmacy..,33.6330764,73.080668,3.5,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJtxDmLdeU3zgR62wIFeChCEA,Vcare Pharmacy & Grocer,33.6338038,73.0782068,4.4,7.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJs4bGNtGU3zgR2CK7hynJVq4,Shahid Medicos & General Store,33.6334347,73.08009609999999,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJIwEjWtuU3zgRhFWFCj4U4Z4,Vet Medicine Centre,33.6277475,73.0704465,5.0,5.0,"pharmacy, veterinary_care, health, point_of_interest, store, establishment"
ChIJayWnqM2U3zgRmsVN7-ZWUiM,Tabassum Homeopathic Clinic,33.6268154,73.08461659999999,2.5,2.0,"drugstore, pharmacy, health, point_of_interest, store, establishment"
ChIJqVI-U9uU3zgRbcXc5qBDmQ4,Pharmax BBH,33.6270586,73.0704879,4.0,3.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJZaC4_9qV3zgRNWn4mgqwhYU,Five Star Pharmacy,33.6318125,73.07193749999999,3.2,10.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJLcLFFIiV3zgR6_jFbQjYdCw,NEW MAKKAH PHARMACY,33.6247725,73.07156309999999,,,"pharmacy, veterinary_care, health, point_of_interest, store, establishment"
ChIJdXaJ1zWV3zgR3xU1ItI13nM,AL Rehmat Pharmacy,33.6318596,73.07194679999999,5.0,11.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJw5HN4NOU3zgRv2O6k3lMaP8,Malik Pharmacy,33.6327706,73.0821758,4.0,4.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJFdPo7tOU3zgRKfQecq_kUa8,Mughal Pharmacy,33.6327683,73.08218769999999,4.6,7.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJGWHaXtuU3zgR546vBdnNe1o,Al Rehman Chemist,33.6280404,73.070278,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJiZTN4NuU3zgR3XcVU9I33ZE,Super Homeopathic Store And Clinic (Mentionedmobile number is switched off),33.6319373,73.0717813,4.1,20.0,"drugstore, pharmacy, health, point_of_interest, store, establishment"
ChIJHax6uCDt3zgRXwzCCUbYjk4,Medigreen Health Care Neutraceuticals,33.6323148,73.0721518,5.0,3.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJIUEAw9OU3zgRscBNO5t66_Q,Makkah Pharmacy & Cosmetics,33.6326146,73.0827341,4.7,7.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ6wZwncOV3zgR0WDT39kGWQk,Maviz ali,33.6280188,73.07008019999999,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJ7zQz3duU3zgRXcULbYYw-xU,Z Pharmacy,33.6319683,73.07169619999999,3.0,10.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJSRCrGFWV3zgR_gra48UAtXg,Complete Care Pharmacy and Grocery Mart,33.6317244,73.0713758,3.2,11.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJFYCUXtuU3zgROjExhPALTe8,Mr. Pharmacy,33.62734570000001,73.0699959,5.0,3.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ4eqxfduU3zgRDUYEiEYn3SY,The Haroon Lab,33.6276708,73.0699441,3.8,14.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJzUBcWjKV3zgRt2rH6-V_efw,Alkhidmat Raazi Pharmacy,33.6311875,73.0708125,4.3,4.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJVXGFc7OV3zgRrRAuTfZH5GE,Azam Pharmacy,33.6240787,73.0715045,5.0,3.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJ-16eqdyU3zgRQoxMUCN0XdQ,Jawad Pharmacy,33.6273569,73.0698697,4.0,4.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJxSMnZAGV3zgRKTIihgbMY_w,Sardar Pharmacy,33.6272326,73.0698053,4.5,4.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJwSSUq9yU3zgRheSB6P0HvCA,General Chemist,33.6271872,73.0697797,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJTeRvZ8SU3zgROzcAnSz_hi0,Marhaba Medicos,33.62432890000001,73.07108699999999,4.5,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJI09GoiWV3zgRMQqecM4WXYw,Gilgit Pharmacy,33.6321563,73.07136799999999,5.0,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJJ7xJVMOU3zgRE07nv9ClQ3c,City Chemist & Surgical,33.6266276,73.0698241,4.5,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJm3SZrNyU3zgRDa72Jb9iA5E,Nasir Medical Store,33.62704539999999,73.0697012,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJbfB5u-KV3zgRKfzGp5mvfRU,HAK Associate Medical,33.6323359,73.0714132,4.8,6.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJWVuZrNyU3zgR7cXUEORaqbc,Usman Medicos,33.6270189,73.0696528,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJO4GkHACV3zgRi5Y_eDkIKW8,D. Watson Pharmacy,33.63232559999999,73.0712294,2.5,4.0,"pharmacy, point_of_interest, store, health, establishment"
